State,District,Year,Season,Crop,Area,Production,Yield,crop,N,P,K,temperature,humidity,ph,rainfall
1,340,2001,4,95,13217.0,13309.0,1.0069607323901038,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2002,1,29,55276.0,49748.0,0.8999927635863666,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2002,1,56,5716.0,863.0,0.1509797060881735,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2002,2,56,486.0,124.0,0.2551440329218107,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2002,4,28,17839.0,5584.0,0.313022030382869,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2002,4,95,7240.0,6830.0,0.9433701657458564,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2003,1,29,39274.0,42739.0,1.088226307480776,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2003,1,56,11210.0,6098.0,0.543978590544157,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2003,2,56,77.0,26.0,0.3376623376623376,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2003,4,28,15401.0,4913.0,0.3190052593987403,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2003,4,95,13777.0,17318.0,1.2570225738549756,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2004,1,29,74578.0,64488.0,0.8647054091018799,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2004,1,56,5551.0,2065.0,0.3720050441361917,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2004,2,56,258.0,84.0,0.3255813953488372,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2004,4,28,9147.0,2451.0,0.2679567071170876,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2004,4,95,12981.0,14110.0,1.0869732686233726,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2005,1,29,24333.0,22615.0,0.9293962930999056,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2005,1,56,4816.0,3337.0,0.6928986710963455,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2005,2,56,105.0,32.0,0.3047619047619048,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2005,4,28,6514.0,2736.0,0.4200184218606079,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2005,4,95,13857.0,14927.0,1.0772172908999065,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2006,1,29,17223.0,22896.0,1.3293851245427626,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2006,1,56,3945.0,489.0,0.1239543726235741,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2006,2,56,434.0,162.0,0.3732718894009216,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2006,4,28,6517.0,2020.0,0.309958569894123,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2006,4,95,8155.0,9251.0,1.1343960760269771,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2007,1,29,29000.0,48000.0,1.6551724137931034,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2007,1,56,9000.0,6000.0,0.6666666666666666,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2007,4,95,7000.0,10000.0,1.4285714285714286,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2008,1,29,23397.0,42803.0,1.829422575543873,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2008,1,56,926.0,361.0,0.3898488120950324,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2008,2,56,63.0,21.0,0.3333333333333333,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2008,4,28,6452.0,4445.0,0.6889336639801612,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2008,4,95,11614.0,18513.0,1.5940244532460823,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2009,1,29,36070.0,52620.0,1.4588300526753537,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2009,1,56,1758.0,450.0,0.2559726962457337,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2009,2,56,370.0,148.0,0.4,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2009,4,28,9282.0,6646.0,0.7160094807153631,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2009,4,95,18627.0,31479.0,1.6899661781285231,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2010,1,29,54003.0,111375.0,2.0623854230320537,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2010,1,56,6683.0,2119.0,0.3170731707317073,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2010,2,56,1525.0,535.0,0.3508196721311475,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2010,4,28,3659.0,2477.0,0.6769609182836841,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2010,4,95,12141.0,21405.0,1.763034346429454,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2011,1,29,97242.0,122387.0,1.2585816828119536,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2011,1,56,1284.0,824.0,0.6417445482866043,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2011,2,56,1518.0,906.0,0.5968379446640316,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2011,4,28,3151.0,1711.0,0.5430022215169787,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2011,4,95,9007.0,14529.0,1.6130787165537914,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2012,1,28,1107.0,716.0,0.6467931345980127,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2012,1,29,154899.0,175856.0,1.135294611327381,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2012,1,56,1357.0,750.0,0.552689756816507,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2012,1,95,80.0,113.0,1.4125,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2012,2,28,1950.0,1262.0,0.6471794871794871,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2012,2,29,95.0,108.0,1.136842105263158,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2012,2,56,889.0,600.0,0.6749156355455568,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2012,2,95,6575.0,9277.0,1.4109505703422054,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2013,1,28,490.0,317.0,0.6469387755102041,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2013,1,29,203835.0,679850.0,3.3352957048593224,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2013,1,49,43.0,220.0,5.116279069767442,jute,78.4,46.86,39.99,24.9583758265,79.6398642063,6.7327775681699995,174.792797536
1,340,2013,1,56,1261.0,1400.0,1.1102299762093577,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2013,1,95,294.0,534.0,1.816326530612245,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2013,2,28,1584.0,1025.0,0.6470959595959596,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2013,2,29,179.0,597.0,3.335195530726257,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2013,2,56,785.0,491.0,0.6254777070063694,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2013,2,95,5378.0,9778.0,1.818148010412793,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2013,4,28,2074.0,1342.0,0.6470588235294118,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2014,1,29,306058.0,809620.0,2.645315593776343,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2014,1,56,1604.0,1978.0,1.2331670822942644,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2014,1,95,86.0,257.0,2.988372093023256,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,340,2014,2,28,10989.0,3857.0,0.350987350987351,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,340,2014,2,29,2.0,6.0,3.0,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,340,2014,2,56,1862.0,1527.0,0.8200859291084855,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,340,2014,2,95,6169.0,18458.0,2.992057059491003,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,1997,1,29,39900.0,47500.0,1.1904761904761905,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,1997,1,56,6000.0,2300.0,0.3833333333333333,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,1997,1,95,79100.0,63600.0,0.8040455120101138,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,1997,2,56,4700.0,2000.0,0.425531914893617,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,1998,1,29,62800.0,82400.0,1.3121019108280254,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,1998,1,56,13100.0,8200.0,0.6259541984732825,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,1998,2,56,3200.0,2600.0,0.8125,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,1998,4,95,74500.0,80400.0,1.0791946308724831,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,1999,1,29,41514.0,45665.0,1.099990364696247,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,1999,1,56,12857.0,9128.0,0.709963444038267,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,1999,2,56,5569.0,980.0,0.1759741425749685,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,1999,4,95,65876.0,53294.0,0.8090047968911288,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2000,1,29,47128.0,61544.0,1.3058903411984384,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2000,1,56,30049.0,12170.0,0.4050051582415388,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2000,2,56,3199.0,2514.0,0.7858705845576742,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2000,4,28,3057.0,2268.0,0.7419038272816487,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2000,4,95,6985.0,14894.0,2.132283464566929,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2001,1,29,37624.0,62633.0,1.664708696576653,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2001,1,56,7918.0,2629.0,0.3320282899722152,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2001,2,56,3786.0,2862.0,0.7559429477020603,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2001,4,28,2993.0,2317.0,0.7741396592048112,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2001,4,95,51549.0,57805.0,1.121360259170886,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2002,1,29,24364.0,28377.0,1.1647102282055493,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2002,1,56,25955.0,1376.0,0.0530148333654401,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2002,2,56,2115.0,224.0,0.1059101654846335,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2002,4,28,3841.0,2124.0,0.5529809945326738,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2002,4,95,58544.0,64818.0,1.1071672588138837,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2003,1,29,35815.0,60675.0,1.6941225743403605,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2003,1,56,34776.0,21805.0,0.6270128824476651,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2003,2,56,704.0,364.0,0.5170454545454546,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2003,4,28,6061.0,4588.0,0.7569707968982016,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2003,4,95,58542.0,68824.0,1.1756345871340237,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2004,1,29,42618.0,57660.0,1.3529494579755033,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2004,1,56,23256.0,5698.0,0.2450120399036807,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2004,2,56,281.0,114.0,0.4056939501779359,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2004,4,28,1558.0,957.0,0.6142490372272144,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2004,4,95,61802.0,77556.0,1.2549108443092456,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2005,1,29,20988.0,32717.0,1.55884314846579,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2005,1,56,10316.0,6427.0,0.6230127956572314,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2005,2,56,434.0,279.0,0.6428571428571429,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2005,4,28,1557.0,1101.0,0.7071290944123314,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2005,4,95,61058.0,76996.0,1.261030495594353,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2006,1,29,20156.0,40786.0,2.023516570748164,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2006,1,56,13923.0,4316.0,0.3099906629318394,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2006,2,56,591.0,258.0,0.4365482233502538,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2006,4,28,1246.0,677.0,0.543338683788122,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2006,4,95,60299.0,62230.0,1.0320237483208676,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2007,1,29,24000.0,71000.0,2.958333333333333,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2007,1,56,26000.0,11000.0,0.4230769230769231,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2007,2,56,2000.0,1000.0,0.5,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2007,4,95,57000.0,67000.0,1.1754385964912282,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2008,1,29,40781.0,131459.0,3.223535469949241,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2008,1,56,2948.0,2821.0,0.956919945725916,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2008,2,56,202.0,153.0,0.7574257425742574,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2008,4,28,2583.0,2469.0,0.9558652729384436,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2008,4,95,81738.0,120504.0,1.4742714526903031,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2009,1,29,32960.0,93645.0,2.8411711165048543,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2009,1,56,2371.0,1034.0,0.4361029101644875,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2009,2,56,746.0,454.0,0.6085790884718498,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2009,4,28,1555.0,1600.0,1.0289389067524115,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2009,4,95,94292.0,157105.0,1.6661540745768464,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2010,1,29,51421.0,115063.0,2.2376655452052665,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2010,1,56,26840.0,7005.0,0.2609910581222057,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2010,2,56,1507.0,960.0,0.6370272063702721,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2010,4,28,843.0,571.0,0.6773428232502966,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2010,4,95,81271.0,127518.0,1.5690467694503574,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2011,1,29,57941.0,140142.0,2.418701782848069,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2011,1,56,3141.0,1219.0,0.3880929640241961,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2011,2,56,916.0,432.0,0.4716157205240174,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2011,4,28,529.0,501.0,0.947069943289225,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2011,4,95,62776.0,109504.0,1.744360902255639,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2012,1,29,63206.0,195939.0,3.100006328513116,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2012,1,56,2655.0,879.0,0.3310734463276836,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2012,1,95,2359.0,7247.0,3.0720644340822383,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2012,2,28,56.0,52.0,0.9285714285714286,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2012,2,29,3838.0,11898.0,3.100052110474205,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2012,2,56,446.0,150.0,0.336322869955157,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2012,2,95,69234.0,125623.0,1.814469769188549,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2013,1,29,82988.0,276301.0,3.329409071191016,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2013,1,56,3696.0,1460.0,0.395021645021645,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2013,1,95,2805.0,8753.0,3.120499108734403,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2013,2,28,105.0,97.0,0.923809523809524,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2013,2,29,1352.0,4501.0,3.32914201183432,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2013,2,56,688.0,588.0,0.8546511627906976,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2013,2,95,83416.0,158600.0,1.9013138966145584,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2013,4,28,105.0,97.0,0.923809523809524,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2014,1,29,71520.0,252407.0,3.529180648769575,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2014,1,56,514.0,278.0,0.5408560311284046,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2014,1,95,1801.0,3699.0,2.053858967240422,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,463,2014,2,28,1560.0,807.0,0.5173076923076924,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,463,2014,2,29,651.0,2298.0,3.5299539170506917,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,463,2014,2,56,2274.0,1853.0,0.8148636763412489,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,463,2014,2,95,78761.0,167264.0,2.123690659082541,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,566,1997,1,29,8700.0,20900.0,2.4022988505747125,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,566,1997,1,56,300.0,100.0,0.3333333333333333,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,1997,1,95,12500.0,12600.0,1.008,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,566,1997,2,56,6300.0,1900.0,0.3015873015873015,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,1998,1,29,7100.0,5600.0,0.7887323943661971,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,566,1998,1,56,400.0,200.0,0.5,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,1998,2,56,6600.0,1700.0,0.2575757575757575,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,1998,4,95,12900.0,14000.0,1.0852713178294573,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,566,1999,1,29,4636.0,7663.0,1.6529335634167386,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,566,1999,1,56,434.0,308.0,0.7096774193548387,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,1999,2,56,6804.0,2715.0,0.3990299823633157,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,1999,4,95,12061.0,14123.0,1.1709642649863194,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,566,2000,1,29,7628.0,14403.0,1.8881751442055583,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,566,2000,1,56,943.0,419.0,0.4443266171792153,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,2000,2,56,4682.0,1522.0,0.3250747543784707,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,2000,4,28,125.0,93.0,0.744,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,566,2000,4,95,12.0,28.0,2.333333333333333,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,566,2001,1,29,6553.0,17115.0,2.6117808637265374,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,566,2001,1,56,296.0,143.0,0.4831081081081081,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,2001,2,56,3258.0,2248.0,0.6899938612645795,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,566,2001,4,28,20.0,15.0,0.75,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,566,2001,4,95,10068.0,11548.0,1.147000397298371,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,566,2002,1,29,5798.0,10300.0,1.7764746464298034,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,566,2002,1,56,1112.0,168.0,0.1510791366906475,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
